,label,sentence,len_sentence
170,0,"Two formally dressed, bald older women Based on that information, is the claim Two bald women. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
171,0,"A homeless man pushes an overfilled plastic blue shopping cart. Based on that information, is the claim A man has a shopping cart ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
172,0,"an old shoemaker in his factory Based on that information, is the claim The shoemaker is inside. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
173,0,"A blond woman speaks with a group of young dark-haired female students carrying pieces of paper. Based on that information, is the claim A woman speaks to other women. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
174,0,"The woman in the black shirt hands papers to the children surrounding her. Based on that information, is the claim Someone giving out paper. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
175,1,"Girl in red jumping up Based on that information, is the claim The girl is jumping to catch the frisbee. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
176,0,"3 ladies with numbers on their shirts running. Based on that information, is the claim There are ladies running. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",38
177,2,"A young boy walks on a pipe that stretches over water. Based on that information, is the claim A boy is making a sub sandwich in his kitchen. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",47
178,2,"A young boy in green shorts balances on a pipe above a river. Based on that information, is the claim Nobody is balancing. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
179,0,"A young man waring black and carrying a skateboard looks at an outdoor skateboard park. Based on that information, is the claim A guy with a skateboard is looking at a park to skateboard. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",58
180,2,"Young boy wearing pajamas lying down in bed and sleeping on a colorful striped pillow. Based on that information, is the claim A young boy is playing soccer. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
181,2,"A man in a blue collared t-shirt posing at someone while holding a hebrew newspaper. Based on that information, is the claim He is wearing the newspaper on his head. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
182,0,"A bearded man jumps in the snow with the ocean in the background and an orange, recumbent bike parked near a road sign. Based on that information, is the claim A human jumping. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",55
183,1,"Four children are playing in some water. Based on that information, is the claim The children are muddy. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",37
184,0,"Four young girls playing in the water. Based on that information, is the claim Four girls are in the water. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
185,2,"The man in the black t-shirt is trying to throw something. Based on that information, is the claim The man is walking away. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
186,1,"One young boy in a yellow long-sleeved shirt and jeans sitting down, with five adults in front of him, one operating a video camera. Based on that information, is the claim Someone recording a young boy as he auditions for a part in a movie. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",71
187,1,"Boys with their backs against an incoming wave. Based on that information, is the claim A group of people play in the ocean. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",43
188,0,"Four boys are about to be hit by an approaching wave. Based on that information, is the claim A wave is about hit some boys. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",44
189,1,"A woman, standing behind a girl, helping the girl with an experiment. Based on that information, is the claim A mother is helping her child complete the experiment. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
190,2,"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work. Based on that information, is the claim A lady is sleeping on a couch ""Entailment"", ""Contradiction"", or ""Inconclusive""?",53
191,1,"One man, wearing a blue jacket, is kicking another man, wearing a red jacket. Based on that information, is the claim Two men are fighting outside a bar. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",50
192,1,"Many people gathered in a room with several people on stage with instruments and the words ""The Early November"" on the wall. Based on that information, is the claim Parents gathers for a local high school concert ""Entailment"", ""Contradiction"", or ""Inconclusive""?",57
193,1,"A hockey player in helmet. Based on that information, is the claim Players are wearing helmet. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",35
194,0,"Man wearing blue bowing on floor in front of another man in blue bowing on floor with two other men wearing blue kneeling on same floor also. Based on that information, is the claim A man is wearing something. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
195,1,"Biker riding through the forest. Based on that information, is the claim Mountain biker competes in off-road race. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",42
196,1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. Based on that information, is the claim Two men are recording a cooking tutorial. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",61
197,1,"couples enjoying a meal, while a bunch of dogs take a nap. Based on that information, is the claim THE COUPLE ARE EATING STEAK ""Entailment"", ""Contradiction"", or ""Inconclusive""?",49
198,2,"A white duck expanding its wings in the water. Based on that information, is the claim The duck is a rare breed, most thought to have been driven into extinction years ago. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",52
199,2,"A woman wearing jeans is walking down the street. Based on that information, is the claim An elderly woman with a cane is sitting on a chair. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",46
200,1,"A group of people stand near and on a large black square on the ground with some yellow writing on it. Based on that information, is the claim a group of people wait ""Entailment"", ""Contradiction"", or ""Inconclusive""?",51
201,1,"A crowd is watching a group of men in suits with briefcases walk in formation down the street led by a woman holding a sign. Based on that information, is the claim The sign the woman is holding states that ""Freedom is free."" ""Entailment"", ""Contradiction"", or ""Inconclusive""?",64
202,0,"The little boy gets ready to kick the soccer ball. Based on that information, is the claim the boy gets ready ""Entailment"", ""Contradiction"", or ""Inconclusive""?",39
203,0,"A man and woman sitting on the sidewalk. Based on that information, is the claim The man and woman are sitting. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",40
204,1,"A female within the foreground is heading towards a large white colored pillar that is apart of a large building with people are loitering or waiting on the steps of said building. Based on that information, is the claim The woman has an important meeting today in the building. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",70
205,2,"A woman in a black jacket and a black and white striped skirt is watching a woman talking to a little boy sitting on concrete steps. Based on that information, is the claim A father looks at his wife and son. ""Entailment"", ""Contradiction"", or ""Inconclusive""?",60
